Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
29.06.2021 22:00;29.06.2021 22:15;995,75;752,00;799,00;1.074,25;0,25;32,25;1.650,25;3.284,25;1.587,00;2.321,75;334,00;351,75
29.06.2021 22:15;29.06.2021 22:30;989,25;668,50;775,75;1.105,75;0,25;31,00;1.647,75;3.288,25;1.586,50;2.262,00;254,25;350,00
29.06.2021 22:30;29.06.2021 22:45;990,75;668,00;752,00;1.101,75;0,00;31,00;1.647,75;3.288,75;1.542,25;2.248,25;220,75;348,75
29.06.2021 22:45;29.06.2021 23:00;988,75;619,00;738,75;1.119,75;0,00;31,25;1.647,75;3.282,50;1.485,50;2.245,75;104,50;348,50
29.06.2021 23:00;29.06.2021 23:15;976,50;626,50;728,00;1.099,00;0,00;30,25;1.648,25;3.277,25;1.366,00;2.227,50;42,25;347,25
29.06.2021 23:15;29.06.2021 23:30;974,00;623,00;726,25;1.086,75;0,00;28,75;1.648,00;3.268,75;1.309,75;2.148,00;24,00;341,75
29.06.2021 23:30;29.06.2021 23:45;968,50;593,25;719,00;1.116,25;0,00;28,75;1.648,25;3.266,25;1.233,75;2.045,75;21,50;341,50
29.06.2021 23:45;30.06.2021 00:00;965,50;578,75;693,00;1.127,50;0,00;28,75;1.635,75;3.263,75;1.187,75;2.024,25;7,25;341,00
30.06.2021 00:00;30.06.2021 00:15;952,50;633,75;687,25;1.104,75;0,00;29,50;1.641,25;3.283,50;1.125,75;1.912,00;12,75;350,25
30.06.2021 00:15;30.06.2021 00:30;948,75;626,25;705,75;1.131,00;0,00;29,75;1.644,00;3.276,75;1.122,25;1.744,00;27,50;348,50
30.06.2021 00:30;30.06.2021 00:45;950,25;572,50;736,00;1.110,75;0,00;29,50;1.639,50;3.272,00;1.122,50;1.667,50;16,00;348,25
30.06.2021 00:45;30.06.2021 01:00;950,00;557,75;724,75;1.094,50;0,00;29,50;1.639,75;3.265,50;1.120,75;1.620,75;4,50;351,50
30.06.2021 01:00;30.06.2021 01:15;944,25;612,50;671,75;1.101,50;0,00;29,50;1.644,00;3.240,75;1.119,25;1.562,75;20,75;353,00
30.06.2021 01:15;30.06.2021 01:30;942,50;604,25;660,25;1.087,00;0,00;29,75;1.645,25;3.225,25;1.118,25;1.507,50;15,75;352,75
30.06.2021 01:30;30.06.2021 01:45;946,75;596,00;625,00;1.088,75;0,00;29,75;1.644,50;3.228,25;1.114,75;1.451,00;17,75;351,00
30.06.2021 01:45;30.06.2021 02:00;949,25;557,50;590,00;1.092,50;0,00;30,25;1.641,25;3.224,50;1.118,50;1.399,50;11,50;351,00
30.06.2021 02:00;30.06.2021 02:15;948,25;595,75;553,25;1.057,75;0,00;30,00;1.645,00;3.211,75;1.121,75;1.387,50;11,50;348,75
30.06.2021 02:15;30.06.2021 02:30;947,75;578,25;535,50;1.064,50;0,00;30,00;1.644,75;3.200,50;1.126,75;1.405,25;7,75;351,75
30.06.2021 02:30;30.06.2021 02:45;950,50;603,00;521,25;1.102,25;0,00;30,00;1.646,00;3.202,25;1.131,25;1.384,75;10,50;351,50
30.06.2021 02:45;30.06.2021 03:00;947,50;618,75;520,75;1.157,50;0,00;30,00;1.644,25;3.206,75;1.134,50;1.376,25;7,25;353,25
30.06.2021 03:00;30.06.2021 03:15;946,00;597,00;532,50;1.171,50;0,00;29,75;1.644,50;3.208,75;1.129,00;1.384,00;18,75;351,25
30.06.2021 03:15;30.06.2021 03:30;948,75;576,00;552,25;1.169,00;0,00;29,75;1.645,25;3.207,50;1.119,50;1.380,00;14,50;350,75
30.06.2021 03:30;30.06.2021 03:45;945,25;605,25;574,75;1.178,00;0,00;29,50;1.647,50;3.208,75;1.115,75;1.386,00;18,75;348,00
30.06.2021 03:45;30.06.2021 04:00;946,50;615,00;549,75;1.236,00;0,00;29,25;1.647,50;3.200,00;1.116,25;1.384,50;15,50;351,00
30.06.2021 04:00;30.06.2021 04:15;950,00;585,25;539,00;1.323,00;0,00;29,75;1.645,00;3.192,00;1.121,25;1.342,50;14,00;349,75
30.06.2021 04:15;30.06.2021 04:30;954,75;571,00;556,75;1.406,75;0,00;29,75;1.643,25;3.193,00;1.125,00;1.339,25;11,25;351,25
30.06.2021 04:30;30.06.2021 04:45;955,25;567,75;557,50;1.481,75;0,25;29,50;1.650,75;3.189,75;1.125,50;1.339,75;11,25;350,75
30.06.2021 04:45;30.06.2021 05:00;953,75;583,50;599,75;1.525,50;2,00;29,50;1.654,25;3.191,75;1.132,00;1.348,50;11,50;350,50
30.06.2021 05:00;30.06.2021 05:15;961,50;586,25;605,75;1.551,75;15,00;29,50;1.653,50;3.181,25;1.165,75;1.358,00;9,00;345,50
30.06.2021 05:15;30.06.2021 05:30;961,50;591,50;598,75;1.584,00;37,75;29,50;1.656,25;3.190,00;1.168,75;1.403,50;16,25;346,75
30.06.2021 05:30;30.06.2021 05:45;960,50;572,50;606,00;1.618,00;51,25;29,75;1.654,75;3.191,50;1.233,75;1.450,50;17,00;348,25
30.06.2021 05:45;30.06.2021 06:00;965,50;596,50;612,50;1.659,75;89,75;30,00;1.654,00;3.210,00;1.313,50;1.552,00;6,25;345,50
30.06.2021 06:00;30.06.2021 06:15;988,00;628,00;634,50;1.654,00;161,25;29,75;1.654,00;3.230,50;1.393,00;1.819,75;13,50;347,25
30.06.2021 06:15;30.06.2021 06:30;994,00;603,50;640,50;1.657,75;250,25;29,25;1.655,00;3.271,50;1.458,75;2.019,00;31,00;346,75
30.06.2021 06:30;30.06.2021 06:45;1.001,75;655,75;631,25;1.634,00;349,75;29,25;1.656,00;3.267,75;1.528,00;2.107,75;119,25;349,00
30.06.2021 06:45;30.06.2021 07:00;1.006,00;656,75;598,00;1.626,50;473,00;29,25;1.658,00;3.276,50;1.618,25;2.121,25;204,00;345,50
30.06.2021 07:00;30.06.2021 07:15;1.028,75;659,75;548,75;1.620,00;607,75;29,25;1.657,25;3.262,50;1.660,00;2.119,00;239,75;342,75
30.06.2021 07:15;30.06.2021 07:30;1.038,25;730,00;503,00;1.595,25;749,00;29,25;1.657,25;3.263,75;1.675,25;2.156,25;339,75;346,50
30.06.2021 07:30;30.06.2021 07:45;1.043,75;728,25;472,00;1.561,50;910,25;28,75;1.659,25;3.258,75;1.691,75;2.165,00;491,25;344,00
30.06.2021 07:45;30.06.2021 08:00;1.050,25;714,50;474,25;1.506,25;1.094,75;28,50;1.659,50;3.262,00;1.696,75;2.211,50;531,25;342,25
30.06.2021 08:00;30.06.2021 08:15;1.060,75;714,25;480,50;1.490,75;1.292,00;28,25;1.658,75;3.252,75;1.697,50;2.231,50;654,25;345,75
30.06.2021 08:15;30.06.2021 08:30;1.063,75;717,00;479,50;1.491,75;1.456,50;28,50;1.659,00;3.268,50;1.700,00;2.240,50;668,50;349,75
30.06.2021 08:30;30.06.2021 08:45;1.062,50;724,00;468,00;1.507,75;1.650,75;28,25;1.660,25;3.243,75;1.701,50;2.244,25;660,00;346,00
30.06.2021 08:45;30.06.2021 09:00;1.063,50;721,00;463,75;1.527,25;1.845,50;27,75;1.659,25;3.209,75;1.701,75;2.252,25;590,00;347,50
30.06.2021 09:00;30.06.2021 09:15;1.058,00;726,75;463,75;1.509,75;2.027,50;27,50;1.657,25;3.202,00;1.703,50;2.293,75;583,00;346,00
30.06.2021 09:15;30.06.2021 09:30;1.056,50;723,75;428,50;1.500,25;2.221,00;27,00;1.657,25;3.161,50;1.704,75;2.293,75;521,00;350,00
30.06.2021 09:30;30.06.2021 09:45;1.056,00;715,25;404,75;1.509,25;2.404,25;27,00;1.659,50;3.124,75;1.705,25;2.297,75;495,75;347,50
30.06.2021 09:45;30.06.2021 10:00;1.055,75;693,25;388,75;1.533,00;2.618,75;27,75;1.659,75;3.117,75;1.706,75;2.325,25;409,75;346,00
30.06.2021 10:00;30.06.2021 10:15;1.046,00;731,25;384,50;1.560,75;2.820,50;28,00;1.658,75;3.117,25;1.709,75;2.366,50;618,00;353,00
30.06.2021 10:15;30.06.2021 10:30;1.040,50;720,00;377,50;1.601,00;3.020,50;28,25;1.652,50;3.114,75;1.709,50;2.388,75;539,00;349,25
30.06.2021 10:30;30.06.2021 10:45;1.042,50;721,50;367,50;1.620,50;3.181,25;28,75;1.642,00;3.117,75;1.706,25;2.386,00;447,00;353,50
30.06.2021 10:45;30.06.2021 11:00;1.040,25;715,25;346,25;1.696,75;3.320,75;29,25;1.628,50;3.113,50;1.700,25;2.400,75;376,25;353,50
30.06.2021 11:00;30.06.2021 11:15;1.029,00;717,00;331,75;1.709,50;3.444,75;29,75;1.604,75;3.107,75;1.710,75;2.371,00;314,25;354,50
30.06.2021 11:15;30.06.2021 11:30;1.026,00;726,75;314,00;1.748,50;3.517,25;29,75;1.593,00;3.113,50;1.726,75;2.303,50;284,50;352,75
30.06.2021 11:30;30.06.2021 11:45;1.027,25;721,50;289,00;1.794,50;3.598,50;30,25;1.581,00;3.106,50;1.731,50;2.248,75;289,50;349,25
30.06.2021 11:45;30.06.2021 12:00;1.025,75;713,25;258,75;1.801,75;3.644,00;30,25;1.580,25;3.099,75;1.735,75;2.200,75;276,75;352,00
30.06.2021 12:00;30.06.2021 12:15;998,50;743,75;242,50;1.822,50;3.700,25;30,25;1.579,25;3.108,25;1.722,25;2.089,00;548,50;351,75
30.06.2021 12:15;30.06.2021 12:30;997,00;715,25;243,25;1.810,25;3.722,75;30,25;1.579,75;3.105,75;1.716,25;2.088,25;458,50;351,50
30.06.2021 12:30;30.06.2021 12:45;991,75;718,50;243,50;1.804,25;3.765,50;30,25;1.579,50;3.102,50;1.698,00;2.088,50;407,50;351,25
30.06.2021 12:45;30.06.2021 13:00;994,75;693,50;250,25;1.837,75;3.752,75;30,25;1.579,75;3.102,50;1.699,50;2.096,50;360,00;350,25
30.06.2021 13:00;30.06.2021 13:15;993,00;689,00;273,75;1.855,75;3.792,00;30,25;1.579,25;3.110,75;1.702,00;2.099,75;567,25;351,50
30.06.2021 13:15;30.06.2021 13:30;982,50;706,50;283,25;1.864,50;3.786,25;30,50;1.577,25;3.105,00;1.700,25;2.093,25;455,00;348,00
30.06.2021 13:30;30.06.2021 13:45;978,75;690,50;286,50;1.845,75;3.758,75;30,50;1.576,75;3.106,00;1.700,50;2.100,00;400,75;343,75
30.06.2021 13:45;30.06.2021 14:00;987,75;654,75;293,50;1.909,75;3.737,75;30,50;1.576,50;3.107,75;1.696,75;2.092,00;284,25;346,25
30.06.2021 14:00;30.06.2021 14:15;979,50;623,75;298,75;1.915,00;3.761,75;30,50;1.577,00;3.115,00;1.663,50;1.873,75;72,25;347,75
30.06.2021 14:15;30.06.2021 14:30;978,25;599,00;314,50;1.904,00;3.753,25;30,75;1.576,75;3.100,50;1.649,00;1.928,75;30,25;347,00
30.06.2021 14:30;30.06.2021 14:45;974,00;593,50;347,00;1.934,75;3.626,00;30,75;1.577,00;3.103,25;1.645,00;1.985,50;27,00;350,50
30.06.2021 14:45;30.06.2021 15:00;972,00;591,00;363,50;2.023,75;3.582,75;31,00;1.577,50;3.110,75;1.666,00;1.988,25;19,50;345,75
30.06.2021 15:00;30.06.2021 15:15;977,25;594,00;383,25;2.055,00;3.528,75;31,25;1.576,75;3.103,50;1.690,75;1.967,25;20,75;341,25
30.06.2021 15:15;30.06.2021 15:30;982,00;593,25;392,25;2.086,00;3.455,75;31,75;1.578,00;3.102,00;1.690,50;1.932,75;24,25;343,75
30.06.2021 15:30;30.06.2021 15:45;985,50;611,75;404,00;2.142,50;3.354,75;32,00;1.578,00;3.112,50;1.674,00;1.925,00;36,50;347,50
30.06.2021 15:45;30.06.2021 16:00;986,00;620,50;411,75;2.118,00;3.204,25;32,25;1.577,75;3.108,00;1.640,00;1.888,50;34,75;349,00
30.06.2021 16:00;30.06.2021 16:15;995,25;611,75;409,50;2.093,25;3.064,25;32,25;1.577,25;3.109,25;1.618,75;1.946,25;52,50;347,00
30.06.2021 16:15;30.06.2021 16:30;994,50;604,00;418,75;2.079,25;2.950,75;32,50;1.576,50;3.112,00;1.612,50;2.029,25;42,25;345,00
30.06.2021 16:30;30.06.2021 16:45;996,75;628,00;419,50;2.093,25;2.893,00;32,25;1.577,75;3.093,00;1.534,00;2.060,50;46,00;346,25
30.06.2021 16:45;30.06.2021 17:00;1.002,25;645,00;402,50;2.117,75;2.743,00;32,25;1.577,50;3.106,25;1.553,00;2.063,00;76,50;347,25
30.06.2021 17:00;30.06.2021 17:15;1.013,25;615,00;378,00;2.128,00;2.576,00;32,25;1.576,50;3.101,75;1.626,75;2.084,25;18,25;346,75
30.06.2021 17:15;30.06.2021 17:30;1.017,00;593,00;377,50;2.083,75;2.370,00;32,00;1.577,00;3.116,50;1.654,50;2.082,25;30,00;349,50
30.06.2021 17:30;30.06.2021 17:45;1.025,75;634,25;387,50;1.986,75;2.231,00;32,25;1.592,50;3.118,25;1.699,00;2.101,75;84,75;349,50
30.06.2021 17:45;30.06.2021 18:00;1.031,25;684,75;410,25;1.936,00;2.008,75;32,50;1.611,00;3.119,75;1.715,25;2.135,75;281,00;347,50
30.06.2021 18:00;30.06.2021 18:15;1.048,00;638,00;458,25;1.898,50;1.746,75;32,25;1.620,50;3.109,00;1.710,25;2.171,25;108,00;345,25
30.06.2021 18:15;30.06.2021 18:30;1.047,50;646,75;488,50;1.874,25;1.525,75;32,25;1.635,50;3.113,75;1.708,50;2.177,25;180,75;350,75
30.06.2021 18:30;30.06.2021 18:45;1.052,50;700,00;486,25;1.895,50;1.324,75;32,25;1.655,75;3.115,25;1.706,25;2.177,25;367,00;355,00
30.06.2021 18:45;30.06.2021 19:00;1.060,00;727,50;466,50;1.930,75;1.130,75;32,25;1.657,00;3.110,25;1.706,25;2.176,50;468,00;354,75
30.06.2021 19:00;30.06.2021 19:15;1.060,50;633,75;438,50;1.939,25;966,00;32,00;1.657,50;3.120,00;1.708,00;2.143,75;167,00;355,75
30.06.2021 19:15;30.06.2021 19:30;1.060,50;658,50;427,75;1.891,00;785,00;31,75;1.657,25;3.115,00;1.707,25;2.131,00;223,25;353,75
30.06.2021 19:30;30.06.2021 19:45;1.065,50;678,25;437,75;1.862,50;626,50;31,75;1.657,50;3.112,50;1.705,75;2.163,75;211,50;356,00
30.06.2021 19:45;30.06.2021 20:00;1.067,50;710,25;437,25;1.875,00;487,00;32,00;1.657,50;3.121,25;1.706,50;2.162,50;265,00;350,75
30.06.2021 20:00;30.06.2021 20:15;1.063,00;682,25;440,50;1.865,50;358,50;32,50;1.657,00;3.119,50;1.703,00;2.107,50;265,50;352,25
30.06.2021 20:15;30.06.2021 20:30;1.061,00;618,75;433,75;1.892,50;240,00;32,50;1.656,00;3.125,25;1.706,50;2.135,50;253,75;352,25
30.06.2021 20:30;30.06.2021 20:45;1.053,50;589,00;425,25;1.914,25;143,00;32,50;1.656,00;3.128,50;1.712,75;2.137,50;196,25;348,25
30.06.2021 20:45;30.06.2021 21:00;1.051,00;602,50;423,00;1.888,25;73,00;32,00;1.655,75;3.135,25;1.691,50;2.155,00;128,00;352,25
30.06.2021 21:00;30.06.2021 21:15;1.046,00;743,50;434,50;1.844,50;30,25;32,50;1.656,50;3.143,25;1.651,00;2.165,50;361,50;349,25
30.06.2021 21:15;30.06.2021 21:30;1.039,50;676,50;450,25;1.872,25;7,00;32,25;1.657,00;3.138,50;1.622,00;2.166,00;324,50;351,50
30.06.2021 21:30;30.06.2021 21:45;1.041,25;657,75;474,25;1.875,75;2,00;32,25;1.657,25;3.118,75;1.603,50;2.166,50;176,50;349,25
30.06.2021 21:45;30.06.2021 22:00;1.042,50;652,50;449,75;1.865,50;0,75;32,25;1.656,75;3.028,25;1.570,50;2.155,25;127,50;350,75
30.06.2021 22:00;30.06.2021 22:15;1.021,50;720,50;425,00;1.885,75;0,25;32,25;1.657,25;2.993,50;1.543,50;2.138,50;354,00;350,25
30.06.2021 22:15;30.06.2021 22:30;1.011,75;631,50;411,25;1.943,25;0,25;32,25;1.657,00;2.984,50;1.545,50;2.149,75;293,25;347,25
30.06.2021 22:30;30.06.2021 22:45;1.010,25;635,25;406,25;1.971,25;0,00;32,50;1.657,00;2.986,00;1.527,75;2.151,50;234,25;352,00
30.06.2021 22:45;30.06.2021 23:00;1.008,25;612,00;384,50;2.039,00;0,00;32,50;1.657,50;2.980,50;1.512,50;2.149,75;101,25;348,00
30.06.2021 23:00;30.06.2021 23:15;997,50;641,00;389,75;2.123,00;0,00;32,25;1.657,75;2.989,25;1.488,75;2.143,00;204,00;342,00
30.06.2021 23:15;30.06.2021 23:30;992,75;636,25;400,75;2.140,25;0,00;32,25;1.658,00;2.969,75;1.423,25;2.082,50;64,50;347,25
30.06.2021 23:30;30.06.2021 23:45;990,25;612,00;401,00;2.131,50;0,00;32,25;1.657,00;2.945,25;1.369,00;2.049,00;30,50;350,75
30.06.2021 23:45;01.07.2021 00:00;987,00;604,75;395,75;2.247,75;0,25;32,25;1.655,75;2.942,50;1.253,00;2.050,75;18,25;348,75
01.07.2021 00:00;01.07.2021 00:15;1.014,50;617,75;392,25;2.274,00;0,00;32,00;1.657,00;2.961,75;1.134,50;1.838,25;19,25;354,75
01.07.2021 00:15;01.07.2021 00:30;1.015,50;651,00;400,75;2.342,50;0,00;31,25;1.657,75;2.967,75;1.062,00;1.652,75;26,75;351,50
01.07.2021 00:30;01.07.2021 00:45;1.011,50;603,00;430,75;2.346,25;0,00;31,25;1.657,25;2.963,25;999,25;1.580,75;22,25;352,00
01.07.2021 00:45;01.07.2021 01:00;1.008,50;612,25;429,50;2.384,00;0,00;31,75;1.656,00;2.942,50;938,75;1.507,50;30,25;350,25
01.07.2021 01:00;01.07.2021 01:15;1.008,00;616,50;439,00;2.411,75;0,00;32,00;1.656,50;2.947,50;909,25;1.297,75;41,25;353,25
01.07.2021 01:15;01.07.2021 01:30;1.007,25;607,00;460,75;2.455,75;0,00;31,75;1.656,50;2.956,50;912,00;1.240,75;40,75;349,75
01.07.2021 01:30;01.07.2021 01:45;1.008,75;615,75;493,00;2.445,00;0,00;31,50;1.656,75;2.945,00;900,50;1.226,50;45,75;348,50
01.07.2021 01:45;01.07.2021 02:00;1.008,75;582,25;514,75;2.471,00;0,00;31,25;1.657,25;2.952,75;866,50;1.230,25;22,25;349,75
01.07.2021 02:00;01.07.2021 02:15;1.004,75;614,25;526,25;2.474,25;0,00;31,25;1.657,25;2.947,50;811,75;1.187,75;30,25;348,75
01.07.2021 02:15;01.07.2021 02:30;1.005,00;587,00;545,50;2.497,75;0,00;31,25;1.657,25;2.931,50;789,50;1.164,25;11,50;348,50
01.07.2021 02:30;01.07.2021 02:45;1.008,50;574,75;554,25;2.545,25;0,00;31,25;1.656,25;2.935,75;774,75;1.159,00;9,25;349,50
01.07.2021 02:45;01.07.2021 03:00;1.004,25;572,00;555,00;2.589,75;0,00;31,25;1.656,50;2.944,00;781,00;1.177,00;8,75;347,00
01.07.2021 03:00;01.07.2021 03:15;1.000,25;629,50;556,50;2.579,00;0,00;31,50;1.656,75;2.973,50;792,25;1.240,25;10,25;344,00
01.07.2021 03:15;01.07.2021 03:30;1.000,75;611,75;550,25;2.602,50;0,00;31,25;1.656,50;2.979,25;790,25;1.248,75;10,50;346,50
01.07.2021 03:30;01.07.2021 03:45;1.001,50;623,75;532,25;2.585,00;0,00;31,25;1.657,00;2.980,00;779,25;1.246,25;10,50;342,75
01.07.2021 03:45;01.07.2021 04:00;1.004,25;636,00;535,00;2.604,25;0,00;31,00;1.656,25;2.983,00;767,00;1.222,75;14,75;342,25
01.07.2021 04:00;01.07.2021 04:15;1.005,00;624,25;545,00;2.618,25;0,00;31,25;1.656,50;2.989,25;776,25;1.167,00;15,25;343,25
01.07.2021 04:15;01.07.2021 04:30;1.007,50;614,00;577,75;2.677,75;0,00;31,25;1.655,50;2.980,75;804,25;1.167,25;17,50;345,75
01.07.2021 04:30;01.07.2021 04:45;1.010,00;597,00;597,25;2.770,75;0,25;31,25;1.655,50;2.973,25;836,50;1.160,75;22,25;345,25
01.07.2021 04:45;01.07.2021 05:00;1.007,75;630,50;604,25;2.837,75;1,50;31,25;1.656,25;2.980,50;875,00;1.169,25;29,50;347,00
01.07.2021 05:00;01.07.2021 05:15;1.009,25;620,00;595,25;2.935,50;12,50;31,50;1.655,25;2.983,75;907,75;1.225,00;34,00;347,50
01.07.2021 05:15;01.07.2021 05:30;1.018,25;592,50;601,50;3.016,50;33,00;31,50;1.655,50;2.982,50;952,75;1.285,75;16,75;348,00
01.07.2021 05:30;01.07.2021 05:45;1.014,25;604,25;613,75;3.046,50;39,25;31,50;1.657,00;2.996,00;1.014,25;1.311,25;15,00;343,00
01.07.2021 05:45;01.07.2021 06:00;1.019,75;611,50;601,75;3.165,25;57,25;31,50;1.656,25;3.016,25;1.042,00;1.393,00;24,00;347,50
01.07.2021 06:00;01.07.2021 06:15;1.037,25;587,00;578,75;3.210,75;102,50;31,25;1.656,75;3.054,25;1.096,75;1.464,50;14,75;341,75
01.07.2021 06:15;01.07.2021 06:30;1.042,50;586,00;540,00;3.235,00;161,25;30,75;1.658,00;3.107,00;1.163,50;1.564,75;33,50;344,50
01.07.2021 06:30;01.07.2021 06:45;1.053,00;574,50;515,50;3.259,75;231,25;30,25;1.657,50;3.123,25;1.240,50;1.623,75;26,00;340,75
01.07.2021 06:45;01.07.2021 07:00;1.066,00;597,75;523,00;3.276,50;313,00;30,50;1.657,25;3.124,75;1.313,50;1.688,75;44,50;341,50
01.07.2021 07:00;01.07.2021 07:15;1.089,00;648,25;512,25;3.291,00;399,75;31,00;1.657,75;3.113,50;1.377,50;1.814,00;156,25;345,75
01.07.2021 07:15;01.07.2021 07:30;1.104,25;681,25;478,50;3.287,75;507,75;31,00;1.659,50;3.138,25;1.388,00;1.873,75;281,75;345,75
01.07.2021 07:30;01.07.2021 07:45;1.101,75;696,00;459,75;3.270,00;599,00;31,25;1.660,00;3.130,00;1.388,00;1.975,00;390,75;344,50
01.07.2021 07:45;01.07.2021 08:00;1.102,25;727,50;447,75;3.230,50;692,50;29,25;1.660,25;3.128,75;1.391,00;2.003,25;459,75;339,75
01.07.2021 08:00;01.07.2021 08:15;1.107,50;695,00;445,75;3.205,00;799,75;29,00;1.659,00;3.124,75;1.384,00;2.040,50;496,50;342,25
01.07.2021 08:15;01.07.2021 08:30;1.108,00;706,50;431,00;3.165,75;902,25;30,25;1.657,25;3.127,75;1.385,50;2.044,75;516,00;346,75
01.07.2021 08:30;01.07.2021 08:45;1.103,00;715,00;420,25;3.119,00;1.012,00;30,25;1.657,25;3.122,00;1.418,75;2.045,75;564,75;344,50
01.07.2021 08:45;01.07.2021 09:00;1.099,00;718,25;430,00;3.094,75;1.111,25;30,25;1.657,50;3.130,25;1.472,50;2.035,50;474,75;343,50
01.07.2021 09:00;01.07.2021 09:15;1.099,50;735,75;440,50;3.057,00;1.220,25;30,00;1.657,75;3.125,75;1.464,25;2.041,75;429,25;342,50
01.07.2021 09:15;01.07.2021 09:30;1.095,75;720,75;435,25;3.025,75;1.339,25;29,00;1.657,25;3.124,50;1.472,75;2.046,75;410,50;343,25
01.07.2021 09:30;01.07.2021 09:45;1.094,50;723,25;439,75;3.009,50;1.475,50;29,25;1.656,25;3.127,25;1.491,50;2.043,00;400,75;348,75
01.07.2021 09:45;01.07.2021 10:00;1.092,25;703,75;442,50;2.951,25;1.624,50;29,25;1.656,00;3.125,00;1.492,75;2.049,00;366,50;346,50
01.07.2021 10:00;01.07.2021 10:15;1.076,75;736,25;455,50;2.930,50;1.797,50;30,00;1.656,00;3.099,25;1.492,50;2.043,75;177,50;340,50
01.07.2021 10:15;01.07.2021 10:30;1.072,75;674,25;470,50;2.917,00;1.935,00;29,75;1.655,25;3.096,00;1.487,50;2.054,50;142,75;340,50
01.07.2021 10:30;01.07.2021 10:45;1.070,00;652,50;468,25;2.911,25;2.084,00;29,50;1.655,25;3.103,25;1.494,25;2.065,25;135,25;348,25
01.07.2021 10:45;01.07.2021 11:00;1.073,00;606,50;449,25;2.905,25;2.240,50;29,00;1.655,00;3.106,50;1.465,75;2.062,50;93,75;345,00
01.07.2021 11:00;01.07.2021 11:15;1.059,00;614,00;426,00;2.886,50;2.379,50;28,50;1.655,75;3.110,50;1.453,50;2.056,25;121,00;344,00
01.07.2021 11:15;01.07.2021 11:30;1.054,25;604,50;434,50;2.889,25;2.502,25;28,75;1.655,75;3.095,25;1.581,75;2.064,00;67,00;344,00
01.07.2021 11:30;01.07.2021 11:45;1.051,75;614,25;427,00;2.856,25;2.574,75;28,50;1.655,25;3.088,00;1.590,25;2.066,75;69,25;329,50
01.07.2021 11:45;01.07.2021 12:00;1.054,25;586,25;446,00;2.879,75;2.715,00;28,75;1.654,50;3.062,00;1.540,75;2.087,00;88,25;356,00
01.07.2021 12:00;01.07.2021 12:15;1.031,25;628,00;427,75;2.905,75;2.774,75;28,50;1.654,25;3.104,75;1.534,50;2.077,00;144,75;356,50
01.07.2021 12:15;01.07.2021 12:30;1.024,75;603,50;436,75;2.945,25;2.856,00;28,75;1.653,50;3.094,50;1.521,50;2.049,75;60,25;353,75
01.07.2021 12:30;01.07.2021 12:45;1.029,00;603,25;448,50;2.929,50;2.905,75;28,50;1.653,25;3.106,25;1.488,25;2.011,50;42,50;351,75
01.07.2021 12:45;01.07.2021 13:00;1.026,00;595,25;444,25;2.941,50;2.935,00;28,75;1.653,50;3.107,25;1.462,50;2.010,75;28,00;352,00
01.07.2021 13:00;01.07.2021 13:15;1.022,00;673,75;439,25;2.900,50;2.980,75;29,50;1.653,25;3.116,00;1.451,00;2.064,75;180,75;356,00
01.07.2021 13:15;01.07.2021 13:30;1.020,75;635,75;412,50;2.955,50;3.003,50;30,00;1.653,00;3.098,00;1.459,25;2.145,25;51,00;354,75
01.07.2021 13:30;01.07.2021 13:45;1.018,50;633,75;403,25;2.918,75;2.930,25;30,00;1.653,25;3.095,25;1.448,50;2.108,50;59,25;351,50
01.07.2021 13:45;01.07.2021 14:00;1.023,00;618,25;388,25;2.912,25;2.936,00;30,50;1.652,50;3.080,75;1.442,00;2.098,50;76,25;356,50
01.07.2021 14:00;01.07.2021 14:15;1.023,50;637,50;389,00;2.914,00;2.921,75;30,25;1.652,00;3.075,25;1.440,75;2.093,50;145,00;351,25
01.07.2021 14:15;01.07.2021 14:30;1.022,25;679,50;392,75;2.894,00;2.933,25;30,25;1.651,50;3.075,00;1.440,75;2.102,50;227,00;346,00
01.07.2021 14:30;01.07.2021 14:45;1.016,50;684,50;375,00;2.922,50;2.880,75;30,25;1.651,50;3.077,00;1.448,75;2.112,25;234,75;347,00
01.07.2021 14:45;01.07.2021 15:00;1.021,00;646,25;348,25;2.915,25;2.838,00;30,25;1.651,25;3.075,00;1.450,75;2.115,00;164,75;349,00
01.07.2021 15:00;01.07.2021 15:15;1.020,50;615,25;329,00;2.934,75;2.764,50;30,50;1.650,25;3.054,00;1.443,00;2.132,00;70,25;349,00
01.07.2021 15:15;01.07.2021 15:30;1.023,75;616,25;310,25;2.938,50;2.696,75;30,25;1.650,50;3.072,00;1.451,75;2.108,75;74,75;348,75
01.07.2021 15:30;01.07.2021 15:45;1.021,50;629,25;292,75;2.911,50;2.590,75;30,50;1.650,00;3.073,00;1.452,00;2.141,75;63,75;350,50
