Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
01.01.2021 00:00;01.01.2021 00:15;1.123,75;307,50;85,00;1.051,00;0,25;53,75;2.034,25;2.898,50;937,25;1.718,75;72,75;410,50
01.01.2021 00:15;01.01.2021 00:30;1.120,25;300,25;88,00;1.015,75;0,25;53,00;2.036,25;2.904,50;872,00;1.735,25;95,00;411,00
01.01.2021 00:30;01.01.2021 00:45;1.119,00;298,00;101,25;946,25;0,25;53,00;2.036,75;2.904,25;829,25;1.737,25;82,00;409,00
01.01.2021 00:45;01.01.2021 01:00;1.118,00;297,25;108,75;915,25;0,25;53,25;2.037,50;2.901,25;805,25;1.731,75;97,50;407,00
01.01.2021 01:00;01.01.2021 01:15;1.113,25;309,25;105,75;919,50;0,25;53,25;2.037,50;2.911,00;785,00;1.683,00;155,75;409,50
01.01.2021 01:15;01.01.2021 01:30;1.112,75;296,25;103,00;898,00;0,25;53,00;2.036,50;2.898,25;758,75;1.667,25;130,75;406,50
01.01.2021 01:30;01.01.2021 01:45;1.112,50;293,75;95,25;867,75;0,25;53,50;2.038,25;2.898,00;744,25;1.667,75;123,25;409,25
01.01.2021 01:45;01.01.2021 02:00;1.114,50;293,50;90,50;843,00;0,25;53,50;2.038,00;2.895,50;756,75;1.670,00;108,75;410,75
01.01.2021 02:00;01.01.2021 02:15;1.111,25;292,50;80,00;826,00;0,25;53,75;2.039,00;2.908,25;776,25;1.655,50;100,00;410,25
01.01.2021 02:15;01.01.2021 02:30;1.110,25;289,25;76,00;813,25;0,25;54,25;2.040,25;2.910,00;769,75;1.648,00;65,00;408,75
01.01.2021 02:30;01.01.2021 02:45;1.110,75;290,75;73,00;794,75;0,25;54,00;2.039,50;2.963,25;767,50;1.647,25;4,50;407,25
01.01.2021 02:45;01.01.2021 03:00;1.108,25;288,50;76,25;764,00;0,25;54,50;2.037,75;2.977,00;753,75;1.635,25;0,50;403,75
01.01.2021 03:00;01.01.2021 03:15;1.106,50;304,75;76,75;741,50;0,25;54,50;2.036,25;3.022,50;731,50;1.609,25;0,50;407,00
01.01.2021 03:15;01.01.2021 03:30;1.104,50;291,75;77,50;705,00;0,25;54,50;2.039,50;3.054,50;717,25;1.608,75;0,50;403,50
01.01.2021 03:30;01.01.2021 03:45;1.106,50;292,25;81,00;671,00;0,25;54,50;2.038,75;3.113,25;707,25;1.599,75;0,50;404,25
01.01.2021 03:45;01.01.2021 04:00;1.107,25;289,00;84,00;651,25;0,25;54,50;2.039,25;3.147,25;696,50;1.578,75;0,50;406,75
01.01.2021 04:00;01.01.2021 04:15;1.107,50;290,00;76,50;642,00;0,25;55,00;2.038,50;3.114,75;683,25;1.583,50;0,25;399,75
01.01.2021 04:15;01.01.2021 04:30;1.108,75;289,00;75,00;619,00;0,25;55,75;2.038,50;3.091,50;675,50;1.587,25;2,25;398,75
01.01.2021 04:30;01.01.2021 04:45;1.107,00;287,75;73,25;606,75;0,25;55,25;2.036,25;3.096,25;674,00;1.590,50;1,75;409,75
01.01.2021 04:45;01.01.2021 05:00;1.107,50;286,50;71,50;594,50;0,25;55,50;2.037,25;3.092,50;680,50;1.571,75;1,75;413,25
01.01.2021 05:00;01.01.2021 05:15;1.110,75;287,00;86,75;568,25;0,25;55,50;2.039,00;3.126,50;681,00;1.596,75;19,00;413,50
01.01.2021 05:15;01.01.2021 05:30;1.116,50;286,75;102,75;536,75;0,25;54,50;2.036,25;3.148,00;676,75;1.610,00;9,75;410,25
01.01.2021 05:30;01.01.2021 05:45;1.113,25;285,50;117,75;519,75;0,25;54,75;2.036,25;3.191,00;688,25;1.609,00;4,25;412,25
01.01.2021 05:45;01.01.2021 06:00;1.110,50;285,00;124,75;494,25;0,25;55,00;2.038,75;3.234,00;690,50;1.609,50;0,50;413,00
01.01.2021 06:00;01.01.2021 06:15;1.119,50;287,00;132,00;504,50;0,25;54,75;2.038,50;3.286,50;711,25;1.619,00;20,75;416,75
01.01.2021 06:15;01.01.2021 06:30;1.123,00;289,50;138,25;499,50;0,25;54,75;2.038,50;3.300,50;698,75;1.616,75;0,50;412,50
01.01.2021 06:30;01.01.2021 06:45;1.123,50;289,75;128,75;508,50;0,25;54,75;2.039,00;3.268,75;710,75;1.616,50;6,00;414,75
01.01.2021 06:45;01.01.2021 07:00;1.125,25;291,00;111,25;496,25;0,25;54,75;2.038,50;3.195,25;715,75;1.611,00;62,50;416,75
01.01.2021 07:00;01.01.2021 07:15;1.135,00;288,75;105,00;477,25;0,25;54,75;2.037,75;3.121,75;713,50;1.624,00;122,00;417,50
01.01.2021 07:15;01.01.2021 07:30;1.141,00;288,00;99,75;494,00;0,25;54,75;2.038,25;3.108,25;725,00;1.627,25;251,75;414,25
01.01.2021 07:30;01.01.2021 07:45;1.143,50;289,00;95,75;497,50;0,25;54,75;2.038,25;3.113,75;749,00;1.629,75;272,25;416,00
01.01.2021 07:45;01.01.2021 08:00;1.141,75;288,75;88,75;497,25;0,50;54,75;2.038,50;3.128,75;764,50;1.658,00;268,00;413,25
01.01.2021 08:00;01.01.2021 08:15;1.154,50;286,75;95,50;504,75;5,75;55,00;2.038,75;3.130,50;772,75;1.713,50;16,00;411,50
01.01.2021 08:15;01.01.2021 08:30;1.159,50;286,00;94,00;512,00;20,75;54,75;2.039,25;3.111,25;770,50;1.718,50;3,50;411,00
01.01.2021 08:30;01.01.2021 08:45;1.165,25;284,75;87,00;527,00;52,75;54,75;2.040,25;3.105,50;771,25;1.732,00;9,25;413,50
01.01.2021 08:45;01.01.2021 09:00;1.167,00;293,00;83,00;526,25;112,50;54,75;2.039,25;3.088,50;772,75;1.770,00;39,75;412,50
01.01.2021 09:00;01.01.2021 09:15;1.159,50;285,75;67,50;540,75;190,75;54,75;2.039,75;3.055,75;771,75;1.828,50;0,75;412,00
01.01.2021 09:15;01.01.2021 09:30;1.161,00;287,00;56,50;542,25;278,00;54,75;2.039,75;3.049,75;768,50;1.841,75;47,00;413,25
01.01.2021 09:30;01.01.2021 09:45;1.168,75;294,00;54,50;525,00;382,00;55,25;2.040,00;3.054,50;775,00;1.863,50;34,25;413,50
01.01.2021 09:45;01.01.2021 10:00;1.166,00;294,50;69,75;512,25;484,00;55,50;2.040,50;3.009,50;769,75;1.890,00;42,75;413,75
01.01.2021 10:00;01.01.2021 10:15;1.167,00;288,00;98,00;508,75;589,25;55,50;2.040,75;2.963,50;767,00;1.974,00;11,75;416,75
01.01.2021 10:15;01.01.2021 10:30;1.170,25;289,00;113,50;487,25;687,00;55,50;2.040,50;2.946,50;765,00;1.982,50;11,75;418,25
01.01.2021 10:30;01.01.2021 10:45;1.170,00;289,25;116,00;462,00;787,50;55,50;2.040,00;2.847,00;762,75;1.997,25;17,25;416,50
01.01.2021 10:45;01.01.2021 11:00;1.175,00;290,25;119,25;454,25;873,25;55,50;2.040,00;2.850,75;763,00;2.015,75;55,25;412,00
01.01.2021 11:00;01.01.2021 11:15;1.173,50;288,00;122,25;437,50;955,00;55,50;2.041,50;2.850,50;761,00;2.034,25;25,25;411,75
01.01.2021 11:15;01.01.2021 11:30;1.171,25;288,00;129,00;418,50;1.029,25;55,50;2.040,50;2.842,75;758,50;2.116,75;34,75;409,75
01.01.2021 11:30;01.01.2021 11:45;1.173,00;290,75;151,00;388,50;1.091,50;55,75;2.039,75;2.847,50;758,25;2.213,25;26,75;412,00
01.01.2021 11:45;01.01.2021 12:00;1.168,75;290,50;155,25;372,25;1.134,50;55,75;2.038,50;2.716,50;766,50;2.216,25;29,00;410,50
01.01.2021 12:00;01.01.2021 12:15;1.152,50;291,50;154,75;357,50;1.187,00;55,75;2.038,00;2.714,75;783,00;2.214,75;105,25;417,25
01.01.2021 12:15;01.01.2021 12:30;1.150,50;290,75;160,50;332,50;1.206,00;55,75;2.038,25;2.715,25;794,75;2.216,25;84,00;413,00
01.01.2021 12:30;01.01.2021 12:45;1.152,50;292,25;174,50;316,50;1.194,25;55,75;2.038,50;2.720,25;804,75;2.231,00;86,50;413,50
01.01.2021 12:45;01.01.2021 13:00;1.151,50;292,75;179,00;299,75;1.167,25;55,75;2.038,25;2.720,25;803,75;2.224,00;61,00;411,00
01.01.2021 13:00;01.01.2021 13:15;1.143,75;292,00;192,00;283,75;1.120,25;55,75;2.038,50;2.722,50;798,75;2.209,25;52,25;409,50
01.01.2021 13:15;01.01.2021 13:30;1.135,50;291,75;203,25;285,50;1.075,00;55,75;2.038,50;2.717,50;789,75;2.211,00;51,25;417,00
01.01.2021 13:30;01.01.2021 13:45;1.136,50;292,25;223,00;283,25;1.016,50;55,75;2.038,25;2.716,75;783,75;2.218,00;49,00;416,50
01.01.2021 13:45;01.01.2021 14:00;1.135,00;292,00;218,00;285,25;933,00;55,75;2.038,25;2.718,25;778,00;2.220,75;44,25;417,25
01.01.2021 14:00;01.01.2021 14:15;1.130,75;291,25;205,00;288,25;826,00;55,75;2.038,25;2.713,00;770,00;2.214,00;63,50;417,00
01.01.2021 14:15;01.01.2021 14:30;1.130,75;291,00;229,50;303,25;719,50;55,75;2.038,75;2.712,75;772,75;2.251,50;40,00;417,25
01.01.2021 14:30;01.01.2021 14:45;1.135,00;290,25;203,25;313,75;609,50;55,75;2.039,00;2.709,00;768,50;2.263,00;38,25;416,00
01.01.2021 14:45;01.01.2021 15:00;1.134,25;290,00;162,50;325,25;497,50;55,50;2.038,75;2.708,25;776,75;2.312,25;63,25;418,00
01.01.2021 15:00;01.01.2021 15:15;1.137,00;289,25;151,50;359,25;384,50;55,75;2.039,25;2.705,50;834,00;2.308,50;63,75;411,25
01.01.2021 15:15;01.01.2021 15:30;1.139,00;290,00;163,25;371,00;269,75;55,50;2.039,25;2.714,25;864,00;2.326,50;61,75;414,25
01.01.2021 15:30;01.01.2021 15:45;1.139,50;290,75;179,50;394,00;168,25;55,00;2.039,50;2.718,25;876,25;2.372,00;64,25;416,50
01.01.2021 15:45;01.01.2021 16:00;1.136,25;293,25;174,00;423,75;86,25;55,00;2.038,75;2.717,50;874,75;2.400,75;65,25;416,50
01.01.2021 16:00;01.01.2021 16:15;1.152,50;307,25;183,50;461,50;33,25;55,50;2.037,75;2.707,00;898,50;2.440,75;414,50;418,50
01.01.2021 16:15;01.01.2021 16:30;1.159,50;299,50;211,25;505,50;8,00;55,75;2.039,75;2.709,00;916,50;2.455,75;511,75;419,00
01.01.2021 16:30;01.01.2021 16:45;1.159,75;299,75;214,25;559,50;1,00;55,50;2.040,00;2.722,75;928,00;2.463,00;610,50;416,75
01.01.2021 16:45;01.01.2021 17:00;1.171,50;297,75;223,50;608,75;0,25;55,75;2.038,50;2.736,25;954,00;2.463,00;808,75;417,50
01.01.2021 17:00;01.01.2021 17:15;1.182,75;295,50;210,00;655,75;0,25;55,75;2.037,75;2.733,50;1.001,50;2.462,00;560,00;418,00
01.01.2021 17:15;01.01.2021 17:30;1.189,75;308,25;195,50;704,25;0,25;55,50;2.037,75;2.753,25;1.023,75;2.477,00;602,25;414,25
01.01.2021 17:30;01.01.2021 17:45;1.191,25;301,50;178,00;760,75;0,25;55,75;2.037,75;2.755,25;1.033,00;2.466,00;679,50;411,75
01.01.2021 17:45;01.01.2021 18:00;1.197,75;298,75;168,00;795,75;0,25;55,75;2.037,75;2.759,50;1.034,50;2.457,50;749,75;411,50
01.01.2021 18:00;01.01.2021 18:15;1.194,25;303,50;163,00;831,75;0,25;55,25;2.037,50;2.746,75;1.016,00;2.487,50;741,00;417,00
01.01.2021 18:15;01.01.2021 18:30;1.194,75;297,25;163,25;885,50;0,25;55,25;2.037,75;2.749,00;1.015,00;2.481,50;715,25;413,75
01.01.2021 18:30;01.01.2021 18:45;1.193,50;303,00;171,75;905,50;0,25;55,25;2.038,00;2.752,50;1.010,25;2.483,75;752,00;403,00
01.01.2021 18:45;01.01.2021 19:00;1.194,25;294,25;202,25;924,75;0,25;55,25;2.037,50;2.751,75;1.005,00;2.476,75;635,25;408,00
01.01.2021 19:00;01.01.2021 19:15;1.199,25;299,25;188,00;945,25;0,25;55,25;2.038,50;2.753,50;1.027,50;2.485,00;637,00;408,25
01.01.2021 19:15;01.01.2021 19:30;1.197,25;293,50;186,75;962,25;0,25;55,25;2.039,25;2.749,75;1.031,00;2.485,25;452,75;406,00
01.01.2021 19:30;01.01.2021 19:45;1.192,75;292,00;198,50;992,00;0,25;55,00;2.038,75;2.756,00;1.029,25;2.494,25;346,75;406,00
01.01.2021 19:45;01.01.2021 20:00;1.190,50;291,75;205,00;1.012,00;0,25;54,75;2.038,25;2.742,00;1.004,25;2.487,50;302,00;406,75
01.01.2021 20:00;01.01.2021 20:15;1.181,50;314,75;214,00;1.027,25;0,25;55,00;2.038,00;2.751,75;980,75;2.489,00;385,25;417,75
01.01.2021 20:15;01.01.2021 20:30;1.180,25;293,75;201,50;1.033,00;0,25;55,00;2.038,50;2.757,25;974,00;2.499,25;200,50;417,25
01.01.2021 20:30;01.01.2021 20:45;1.177,75;291,00;163,00;1.051,75;0,25;55,25;2.038,00;2.756,25;963,75;2.457,00;182,00;416,25
01.01.2021 20:45;01.01.2021 21:00;1.176,75;292,50;144,75;1.066,25;0,25;55,25;2.037,75;2.754,75;946,75;2.430,25;107,00;414,25
01.01.2021 21:00;01.01.2021 21:15;1.170,50;297,25;135,25;1.083,00;0,25;55,25;2.037,25;2.745,25;925,25;2.466,25;228,75;417,50
01.01.2021 21:15;01.01.2021 21:30;1.163,75;307,00;152,00;1.095,25;0,25;55,25;2.036,75;2.727,25;887,50;2.465,25;97,00;423,00
01.01.2021 21:30;01.01.2021 21:45;1.157,75;312,50;155,00;1.106,75;0,25;55,00;2.037,00;2.718,75;861,00;2.465,00;180,25;420,50
01.01.2021 21:45;01.01.2021 22:00;1.160,50;301,25;200,00;1.099,25;0,25;55,00;2.037,75;2.710,25;867,75;2.471,25;103,00;418,25
01.01.2021 22:00;01.01.2021 22:15;1.151,00;309,50;230,50;1.128,75;0,25;54,25;2.036,50;2.707,25;870,50;2.398,50;414,75;415,75
01.01.2021 22:15;01.01.2021 22:30;1.150,00;305,75;224,00;1.165,75;0,25;54,50;2.034,50;2.686,50;879,00;2.371,25;241,25;415,00
01.01.2021 22:30;01.01.2021 22:45;1.150,00;307,75;195,75;1.181,50;0,25;54,50;2.033,75;2.700,25;860,00;2.366,75;224,00;414,50
01.01.2021 22:45;01.01.2021 23:00;1.148,50;301,25;190,75;1.180,50;0,25;54,50;2.036,25;2.703,75;811,50;2.353,75;102,50;414,50
01.01.2021 23:00;01.01.2021 23:15;1.140,75;312,00;199,75;1.159,25;0,25;54,00;2.036,00;2.712,75;777,75;2.253,75;84,00;411,25
01.01.2021 23:15;01.01.2021 23:30;1.133,75;298,50;163,25;1.140,75;0,25;54,00;2.036,50;2.700,25;764,50;2.206,00;55,00;406,00
01.01.2021 23:30;01.01.2021 23:45;1.130,50;305,25;122,50;1.146,00;0,25;54,00;2.036,50;2.734,00;750,50;2.113,00;62,00;409,00
01.01.2021 23:45;02.01.2021 00:00;1.133,50;306,25;104,50;1.153,00;0,25;54,00;2.032,75;2.745,25;738,75;2.002,25;35,75;412,00
02.01.2021 00:00;02.01.2021 00:15;1.117,25;298,00;108,00;1.137,00;0,25;54,00;2.016,00;2.809,75;728,75;1.868,25;31,75;416,00
02.01.2021 00:15;02.01.2021 00:30;1.119,50;295,25;114,50;1.122,25;0,25;53,75;2.018,25;2.814,00;724,50;1.864,00;18,00;415,25
02.01.2021 00:30;02.01.2021 00:45;1.119,00;297,75;103,75;1.122,25;0,25;53,75;2.026,50;2.855,75;714,25;1.836,25;13,50;414,25
02.01.2021 00:45;02.01.2021 01:00;1.121,75;300,25;98,25;1.118,75;0,25;53,50;2.032,25;2.866,00;702,50;1.810,50;15,50;413,25
02.01.2021 01:00;02.01.2021 01:15;1.119,00;292,50;97,50;1.100,50;0,25;53,75;2.031,75;2.901,00;694,75;1.743,25;14,50;398,75
02.01.2021 01:15;02.01.2021 01:30;1.114,75;288,00;104,75;1.086,75;0,25;53,75;2.026,00;2.889,25;694,25;1.744,25;9,75;392,50
02.01.2021 01:30;02.01.2021 01:45;1.108,75;291,00;116,50;1.076,75;0,25;53,75;2.032,00;2.905,75;681,50;1.731,00;9,50;390,50
02.01.2021 01:45;02.01.2021 02:00;1.104,75;287,50;113,75;1.044,75;0,25;53,50;2.030,50;2.868,00;652,00;1.726,00;8,00;391,75
02.01.2021 02:00;02.01.2021 02:15;1.110,50;295,25;127,75;1.030,00;0,25;53,50;2.026,00;2.875,50;638,50;1.673,00;14,00;396,50
02.01.2021 02:15;02.01.2021 02:30;1.114,50;288,50;157,25;1.026,50;0,25;53,50;2.024,50;2.848,50;637,25;1.675,50;8,00;396,50
02.01.2021 02:30;02.01.2021 02:45;1.113,50;295,50;150,50;1.018,75;0,25;53,50;2.025,25;2.848,25;638,25;1.675,75;8,75;392,00
02.01.2021 02:45;02.01.2021 03:00;1.115,50;291,75;126,75;1.011,25;0,25;53,75;2.024,75;2.819,25;638,00;1.671,75;9,00;393,25
02.01.2021 03:00;02.01.2021 03:15;1.112,25;301,25;109,25;1.017,00;0,25;53,50;2.026,25;2.792,50;641,25;1.662,75;4,75;395,75
02.01.2021 03:15;02.01.2021 03:30;1.115,25;296,00;100,25;1.020,50;0,25;53,25;2.022,75;2.785,75;639,75;1.668,75;6,00;393,25
02.01.2021 03:30;02.01.2021 03:45;1.115,75;296,75;101,25;1.020,50;0,25;53,25;2.022,50;2.789,25;641,00;1.675,25;9,00;396,00
02.01.2021 03:45;02.01.2021 04:00;1.111,50;289,25;95,00;1.011,00;0,25;53,25;2.023,00;2.819,25;640,50;1.685,00;8,75;395,75
02.01.2021 04:00;02.01.2021 04:15;1.111,75;298,00;86,75;1.010,25;0,25;54,00;2.031,25;2.846,00;647,75;1.705,50;8,50;395,75
02.01.2021 04:15;02.01.2021 04:30;1.113,50;296,75;79,00;1.007,25;0,25;54,00;2.032,25;2.869,75;655,50;1.701,75;8,25;394,75
02.01.2021 04:30;02.01.2021 04:45;1.113,75;291,50;74,25;985,25;0,25;54,00;2.033,50;2.886,25;654,50;1.712,50;15,50;397,50
02.01.2021 04:45;02.01.2021 05:00;1.111,75;279,25;77,00;961,25;0,25;54,00;2.034,50;2.918,50;654,50;1.714,50;20,25;399,50
02.01.2021 05:00;02.01.2021 05:15;1.113,50;278,50;87,00;916,75;0,25;54,25;2.035,00;2.979,75;653,75;1.739,00;24,75;399,75
02.01.2021 05:15;02.01.2021 05:30;1.114,75;278,50;95,25;904,50;0,25;54,50;2.034,75;2.991,00;654,25;1.734,75;41,00;400,25
02.01.2021 05:30;02.01.2021 05:45;1.115,50;278,50;104,75;894,25;0,25;55,00;2.035,50;2.995,75;659,50;1.739,75;72,25;401,25
02.01.2021 05:45;02.01.2021 06:00;1.113,75;277,50;102,00;876,75;0,25;54,50;2.035,25;3.008,25;659,50;1.768,25;46,00;402,00
02.01.2021 06:00;02.01.2021 06:15;1.123,25;290,25;110,00;863,00;0,25;54,50;2.032,75;3.006,75;663,50;1.815,50;23,00;403,75
02.01.2021 06:15;02.01.2021 06:30;1.124,75;294,75;122,00;834,00;0,25;54,50;2.032,50;3.014,75;717,50;1.811,50;12,75;403,25
02.01.2021 06:30;02.01.2021 06:45;1.119,50;287,25;133,00;809,00;0,25;54,25;2.032,50;3.048,50;758,25;1.818,75;13,50;404,25
02.01.2021 06:45;02.01.2021 07:00;1.124,50;277,50;142,25;791,75;0,25;54,25;2.032,00;3.073,75;785,75;1.842,75;5,00;402,75
02.01.2021 07:00;02.01.2021 07:15;1.133,25;283,75;154,75;779,25;0,25;54,25;2.030,00;3.075,50;819,25;1.926,50;18,00;402,00
02.01.2021 07:15;02.01.2021 07:30;1.140,00;286,50;165,25;743,50;0,25;54,25;2.029,75;3.083,75;843,00;1.935,00;32,00;402,75
02.01.2021 07:30;02.01.2021 07:45;1.141,50;287,00;159,25;719,25;0,25;54,25;2.029,75;3.077,25;868,00;1.944,25;36,50;404,25
02.01.2021 07:45;02.01.2021 08:00;1.144,00;293,25;141,75;705,25;0,25;54,50;2.035,50;3.093,00;861,75;1.975,00;32,50;404,50
02.01.2021 08:00;02.01.2021 08:15;1.152,75;282,50;125,50;692,75;9,00;54,50;2.019,00;3.127,75;876,00;2.132,50;170,25;403,00
02.01.2021 08:15;02.01.2021 08:30;1.158,00;296,50;113,50;672,50;19,00;54,25;2.017,25;3.187,00;876,50;2.171,25;197,50;403,75
02.01.2021 08:30;02.01.2021 08:45;1.163,50;300,50;109,50;660,50;43,25;54,00;2.008,00;3.214,75;872,50;2.236,00;197,75;403,75
02.01.2021 08:45;02.01.2021 09:00;1.162,00;300,25;103,75;639,25;84,25;54,00;2.009,25;3.245,50;877,50;2.284,50;197,00;403,00
02.01.2021 09:00;02.01.2021 09:15;1.166,00;290,25;96,25;616,25;142,00;54,25;2.036,50;3.254,50;893,50;2.435,50;279,00;403,50
02.01.2021 09:15;02.01.2021 09:30;1.164,75;302,25;89,75;591,00;210,00;54,50;2.037,25;3.267,75;916,25;2.455,50;280,50;402,25
02.01.2021 09:30;02.01.2021 09:45;1.173,75;303,50;83,25;551,75;277,50;54,75;2.033,25;3.256,75;940,50;2.373,50;279,75;402,25
02.01.2021 09:45;02.01.2021 10:00;1.183,75;302,50;79,25;514,75;353,50;55,00;2.035,25;3.271,25;952,00;2.469,50;354,00;404,50
02.01.2021 10:00;02.01.2021 10:15;1.181,50;295,25;72,75;480,25;429,00;55,00;2.038,00;3.276,00;969,25;2.484,50;304,00;402,50
02.01.2021 10:15;02.01.2021 10:30;1.182,50;286,25;76,00;452,25;509,75;55,00;2.038,75;3.292,00;1.001,25;2.487,50;296,50;403,50
02.01.2021 10:30;02.01.2021 10:45;1.182,00;286,50;70,25;416,25;574,75;55,00;2.037,75;3.297,75;1.026,00;2.506,50;306,25;403,75
02.01.2021 10:45;02.01.2021 11:00;1.181,00;287,25;68,25;391,75;656,75;55,00;2.037,50;3.297,25;1.055,25;2.506,25;300,00;403,25
02.01.2021 11:00;02.01.2021 11:15;1.178,75;290,75;69,00;361,50;742,25;55,25;2.038,25;3.300,25;1.055,25;2.507,25;97,00;396,25
02.01.2021 11:15;02.01.2021 11:30;1.177,75;289,25;66,75;337,25;799,00;55,25;2.038,50;3.292,25;1.068,75;2.520,50;134,00;403,50
02.01.2021 11:30;02.01.2021 11:45;1.177,25;289,25;68,75;320,25;842,75;55,25;2.038,50;3.295,00;1.068,25;2.518,75;164,00;403,00
02.01.2021 11:45;02.01.2021 12:00;1.179,50;287,50;72,75;290,25;879,00;55,25;2.038,00;3.291,50;1.067,75;2.506,50;173,50;403,75
02.01.2021 12:00;02.01.2021 12:15;1.166,75;287,00;75,00;268,25;911,25;55,00;2.038,50;3.293,75;1.053,25;2.496,50;203,25;405,25
02.01.2021 12:15;02.01.2021 12:30;1.163,75;288,00;74,75;259,25;930,25;55,00;2.039,25;3.293,50;1.053,25;2.494,25;160,25;407,25
02.01.2021 12:30;02.01.2021 12:45;1.162,25;288,00;74,75;242,25;918,25;55,00;2.039,00;3.291,00;1.055,75;2.492,75;157,50;406,50
02.01.2021 12:45;02.01.2021 13:00;1.159,75;285,00;74,25;233,25;888,00;55,00;2.038,75;3.292,00;1.055,00;2.488,50;125,50;405,00
02.01.2021 13:00;02.01.2021 13:15;1.153,75;285,75;72,00;223,75;838,00;55,00;2.039,25;3.288,50;1.055,00;2.490,00;173,50;404,50
02.01.2021 13:15;02.01.2021 13:30;1.149,50;283,25;67,00;224,00;793,75;54,75;2.039,00;3.282,50;1.057,50;2.497,50;166,50;405,50
02.01.2021 13:30;02.01.2021 13:45;1.148,25;282,50;64,25;224,00;723,75;55,00;2.038,50;3.288,25;1.061,75;2.498,25;144,50;401,25
02.01.2021 13:45;02.01.2021 14:00;1.152,00;284,00;61,50;235,75;654,25;55,00;2.039,00;3.294,25;1.068,50;2.505,50;145,25;402,50
02.01.2021 14:00;02.01.2021 14:15;1.147,25;283,00;58,75;245,25;567,00;54,75;2.038,50;3.283,75;1.078,25;2.485,00;253,50;403,00
02.01.2021 14:15;02.01.2021 14:30;1.154,25;283,00;54,00;263,00;480,75;54,50;2.038,50;3.280,50;1.084,00;2.466,75;268,25;403,00
02.01.2021 14:30;02.01.2021 14:45;1.154,00;284,75;58,75;281,75;391,00;54,50;2.038,75;3.288,00;1.085,00;2.449,75;289,75;402,25
02.01.2021 14:45;02.01.2021 15:00;1.155,75;281,25;65,50;295,00;308,50;54,75;2.038,50;3.285,00;1.068,25;2.452,00;300,00;402,00
02.01.2021 15:00;02.01.2021 15:15;1.144,00;277,25;75,75;320,75;236,75;54,75;2.038,50;3.291,25;1.054,50;2.455,00;181,00;401,75
02.01.2021 15:15;02.01.2021 15:30;1.144,00;279,50;93,50;328,25;167,00;54,75;2.038,50;3.292,25;1.051,50;2.455,75;187,25;401,50
02.01.2021 15:30;02.01.2021 15:45;1.141,25;280,75;103,00;349,00;111,50;55,00;2.038,25;3.299,50;1.051,00;2.457,25;161,75;401,00
02.01.2021 15:45;02.01.2021 16:00;1.146,25;280,25;111,75;365,00;59,50;55,00;2.038,50;3.296,00;1.048,00;2.464,75;171,50;402,25
02.01.2021 16:00;02.01.2021 16:15;1.162,25;280,75;114,00;393,75;20,25;55,00;2.038,00;3.309,25;1.045,00;2.473,25;519,00;403,50
02.01.2021 16:15;02.01.2021 16:30;1.166,25;278,25;124,25;420,50;2,25;54,50;2.038,00;3.331,75;1.057,50;2.488,50;566,00;401,75
02.01.2021 16:30;02.01.2021 16:45;1.168,25;279,50;136,00;443,00;0,25;54,50;2.037,75;3.344,25;1.089,25;2.492,75;600,25;401,00
02.01.2021 16:45;02.01.2021 17:00;1.175,50;276,75;141,25;466,50;0,25;54,50;2.038,75;3.341,00;1.132,50;2.491,50;860,50;400,75
02.01.2021 17:00;02.01.2021 17:15;1.182,25;275,75;153,25;492,00;0,25;54,50;2.039,00;3.329,00;1.131,75;2.504,25;857,75;403,25
02.01.2021 17:15;02.01.2021 17:30;1.188,50;286,75;171,00;513,25;0,25;53,50;2.038,75;3.336,25;1.133,50;2.503,00;1.032,00;401,75
02.01.2021 17:30;02.01.2021 17:45;1.194,75;280,50;191,75;541,00;0,25;53,00;2.039,00;3.332,50;1.134,00;2.506,75;1.089,50;401,75
02.01.2021 17:45;02.01.2021 18:00;1.197,25;284,00;220,50;578,25;0,25;53,75;2.038,50;3.334,25;1.133,50;2.516,00;1.115,25;401,50
02.01.2021 18:00;02.01.2021 18:15;1.196,00;278,25;248,25;622,50;0,25;53,50;2.038,50;3.328,75;1.132,25;2.509,50;1.199,00;402,00
02.01.2021 18:15;02.01.2021 18:30;1.195,00;279,25;283,00;675,75;0,25;53,25;2.038,75;3.339,25;1.168,75;2.505,75;1.020,00;400,75
02.01.2021 18:30;02.01.2021 18:45;1.199,00;280,25;287,75;713,25;0,25;54,00;2.036,75;3.334,00;1.169,75;2.502,25;928,75;401,00
02.01.2021 18:45;02.01.2021 19:00;1.200,50;280,50;280,25;744,25;0,25;55,00;2.036,25;3.336,50;1.146,50;2.507,00;846,50;397,75
02.01.2021 19:00;02.01.2021 19:15;1.203,25;282,50;290,75;775,00;0,25;55,25;2.036,50;3.344,00;1.116,75;2.517,25;763,50;398,75
